Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type,Rep,CSR,Qty of Items, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Freight Comment
501039,44036,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,7.16,0,FEDEXG,FedEx Ground,2LA,Woodbourne,NY,USE FED/X 124454549
501040,44036,ELLEN LIGHTING & HARDWARE,ELLESTA,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,BEMC,Maria Hernandez,5,2426.15,59.94,FEDEXG,FedEx Ground,2LA,Broomfield,CO,
501041,44036,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,8,593.26,0,UPSG,UPS Ground,2LA,Chatsworth,CA,USE UPS# 535W4E
501042,44036,LONESTAR ELECTRIC - HOUSTON,LONEHOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,14,12821.37,142.35,FEDEXG,FedEx Ground,2LA,BENBROOK,TX,
501043,44036,"CREATIVE LIGHTING, LLC",CREAPBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CSNA,Manny Estevez,5,397.36,17.47,FEDEXG,FedEx Ground,2LA,Ocala,FL,
501044,44036,CS ILLUMINATION,CSILENC,DESI,DESIGNER/INTERIOR DECORATOR,FALV,Dee Erdei,1,0,0,FEDEXG,FedEx Ground,2LA,VISTA,CA,DO NOT CHARGE FREIGHT
501045,44036,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,2,19.84,0,FEDEXH,FedEx Home Delivery,2LA,Fort Wayne,IN,USE FEDEX ACCT# 876058081    LIGHTHOUSE
501046,44036,LIGHTING FRONT,LFROSOA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,17.95,0,FEDEXG,FedEx Ground,2LA,Dunedin,FL,USE FED/X 902651888
501047,44036,ELECTRIC OUTLET INC,RAMAPO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,1,59,14.86,FEDEXG,FedEx Ground,2LA,Spring Valley,NY,
501048,44036,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,44.19,0,FEDEXH,FedEx Home Delivery,2LA,Phoenix,AZ,USE FEDEX ACCT# 876058081     LIGHTHOUSE
501050,44036,JEFFREY SESSLER,JSES,REP,CURRENT REP,REP,Maria Hernandez,2,0,0,USPSPP,USPS Parcel Post,2LA,Bel Air,CA,DO NOT CHARGE FREIGHT
501051,44036,WILSON LIGHTING - CLAYTON,WILSCLA,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,MIKE,Veronica Garcia,1,1152,205.02,FEDEXG,FedEx Ground,2LA,Clayton,MO,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501053,44039,CED - TACOMA,CEDTACO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ZULI,Veronica Garcia,8,3821.95,206.32,FEDEXG,FedEx Ground,1PW,Lacy,WA,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501054,44039,ELLEN LIGHTING & HARDWARE,ELLESTA,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,BEMC,Maria Hernandez,3,949.5,22.99,FEDEXG,FedEx Ground,1PW,Broomfield,CO,
501055,44039,LAMPS PLUS - INTERNET ACCOUNTS,LPLUCHA,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,JGEC,Maria Hernandez,1,119.7,18.77,FEDEXH,FedEx Home Delivery,1PW,Oak Bluffs,MA,
501056,44039,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,46.52,0,FEDEXH,FedEx Home Delivery,1PW,Bridgeport,CT,USE FEDEX ACCT# 876058081    LIGHTHOUSE
501057,44039,LUMEN ILLUMINACION,ESTUESC,ARCH,ARCHITECT,JGUT,Maria Hernandez,1,144.5,34.14,FEDEXG,FedEx Ground,1PW,Miami,FL,
501058,44039,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,39.76,0,UPSG,UPS Ground,1PW,Carlstadt,NJ,USE UPS ACCT#535W4E
501059,44039,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,25.02,14.01,FEDEXG,FedEx Ground,1PW,New York,NY,
501060,44039,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,6.95,0,FEDEXG,FedEx Ground,1PW,Bethesda,MD,SHIP WITH FEDEX ACCT  #312721961.
501061,44039,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,28.88,0,FEDEXG,FedEx Ground,1PW,Malvern,AR,FEDEX  ACCT #312721961
501062,44039,ELLEN LIGHTING & HARDWARE,ELLESTA,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,BEMC,Maria Hernandez,1,159.9,13.32,FEDEXG,FedEx Ground,1PW,Stafford,TX,
501063,44039,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,3,70.16,16.14,FEDEXG,FedEx Ground,1PW,Washington,DC,
501064,44039,DENNIS DOORMANN,DEND,REP,CURRENT REP,REP,Dee Erdei,6,0,0,FEDEXG,FedEx Ground,1PW,Rolling Meadows,IL,
501067,44039,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,IRAC,Dee Erdei,1,83.12,0,FEDEXG,FedEx Ground,1PW,COQUITLAM,BC,FEDEX ACCOUNT# 768221723
501069,44039,GRAINGER,GRAING,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,703,0,UPSG,UPS Ground,1PW,Mira Loma,CA,UPS ACCT # 36A74E
501070,44039,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,IRAC,Dee Erdei,1,161.24,0,FEDEXG,FedEx Ground,1PW,Egg Harbor Township,NJ,FEDEX ACCOUNT# 768221723
501071,44039,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,IRAC,Dee Erdei,1,83.12,0,FEDEXG,FedEx Ground,1PW,FREDERICTON,NB,FEDEX ACCOUNT# 768221723
501072,44039,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,9,1004.66,166.46,FEDEXG,FedEx Ground,1PW,Cockeysville,MD,
501073,44039,KAY ELECTRIC,KAYECON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SGRO,Verenis Cervantes,9,2330.1,258,FEDEXG,FedEx Ground,2LA,Conshohocken,PA,
501074,44039,"EXCLUSIVE LTG & ELECTRIC, INC.",EXCLBRO,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,3,1790.62,165,FEDEXG,FedEx Ground,2LA,Brooklyn,NY,
501075,44039,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,193,13.85,FEDEXG,FedEx Ground,1PW,East Providence,RI,
501076,44039,RICHARDS ELECTRIC - LOUISVILLE,RICHLOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ENLS,Karine Adrien,10,5168.6,15.32,FEDEXG,FedEx Ground,1PW,Louisville,KY,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501077,44039,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,58.5,0,FEDEXG,FedEx Ground,1PW,Long Island City,NY,USE FED/X 124454549
501078,44039,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.64,0,UPSG,UPS Ground,1PW,Miami,FL,USE UPS ACCT#T3301T
501079,44039,CHANDLER EXHIBITS INC.,CHANAFT,DISM,DISPLAY RETAILER/PRODUCER - METAL,DEND,Dee Erdei,1,194.6,0,UPSG,UPS Ground,1PW,Hudson,WI,UPS ACCT # 253Y2V
501080,44039,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,28.95,0,UPSG,UPS Ground,1PW,Skokie,IL,USE UPS ACCT#T3301T
501081,44039,GRAINGER SOURCING,GRAINSO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DDCA,Karine Adrien,1,19.95,0,UPSG,UPS Ground,1PW,Wood Dale,IL,
501089,44039,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,160,31.9,FEDEXG,FedEx Ground,2LA,Long Island City,NY,
501090,44039,"STANLY FIXTURE, LLC",STANLE,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,3,1266,76.89,FEDEXG,FedEx Ground,2LA,NORWOOD,NC,
501091,44039,WILSON LIGHTING-OVERLAND PARK,WILSOVE,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,MIKE,Veronica Garcia,1,976,146.23,FEDEXG,FedEx Ground,2LA,OVERLAND PARK,KS,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501092,44039,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,UPSG,UPS Ground,2LA,Portland,OR,USE UPS ACCT#T3301T
501093,44039,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,93.04,0,FEDEXH,FedEx Home Delivery,2LA,Winter Garden,FL,USE FEDEX ACCT# 876058081    LIGHTHOUSE
501094,44039,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,274.56,15.83,FEDEXG,FedEx Ground,2LA,New City,NY,
501095,44039,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,12.15,9.07,FEDEXG,FedEx Ground,2LA,Las Vegas,NV,
501096,44039,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,3,7.39,0,FEDEXG,FedEx Ground,2LA,Los Angeles,CA,USE FED/X 124454549
501097,44039,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,0.79,0,FEDEXG,FedEx Ground,2LA,San Diego,CA,USE FED/X 124454549
501098,44040,BAYRIDGE ELECTRIC CORP.,SIX8ELE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,2175.41,0,DELIVERY,Delivery,1PW,Brooklyn,NY,
501099,44040,TWIN BROTHERS ELECTRIC SUPPLY,TWINBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,914,0,DELIVERY,Delivery,1PW,Astoria,NY,
501100,44040,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,1867,0,DELIVERY,Delivery,1PW,Long Island City,NY,
501104,44040,"POWER SHINE LIGHTING, INC.",POWEBRO,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,505.75,14.26,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
501105,44040,LIGHTINGRITE,LRITNYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,82.56,18.69,FEDEXG,FedEx Ground,1PW,Smithtown,NY,
501107,44040,SCHEMAN & GRANT,SCHEMA,HARD,HARDWARE STORE,NYCS,Edwin Ma,3,546.9,10.78,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
501109,44040,"JAHABOW, LLC",JAHAOWE,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,1,67.5,95.39,FEDEXPO,FedEx Priority Overnight,1PW,Owensville,MO,
501110,44040,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,2,2117,20.31,FEDEXG,FedEx Ground,1PW,"FORT WORTH,",TX,
501111,44040,WILSON LIGHTING-OVERLAND PARK,WILSOVE,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,MIKE,Veronica Garcia,1,192,27.84,FEDEXG,FedEx Ground,1PW,OVERLAND PARK,KS,
501112,44040,ELECTRIC SUPPLY CO - WILSON,ELECWIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,QUAL,Gabriel O'Reilly,14,0,58.05,FEDEXG,FedEx Ground,1PW,Wilson,NC,
501113,44040,RENZE DISPLAY,RENZOMA,EXHI,EXHIBIT HOUSE,DEND,Dee Erdei,3,125.95,0,FEDEX2,FedEx 2Day,1PW,Omaha,NE,FED EX ACCT # 068107067
501114,44040,"E.SAM JONES DISTRIBUTORS, INC.",EESAATL,DIST,LIGHTING DISTRIBUTOR,HSNY,Karine Adrien,3,120,15.32,FEDEXG,FedEx Ground,1PW,Atlanta,GA,
501115,44040,CED - TACOMA,CEDTACO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ZULI,Veronica Garcia,2,149.7,0,FEDEXG,FedEx Ground,1PW,Tacoma,WA,
501116,44040,REXEL CLS HARTFORD,REXECOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAC,Dee Erdei,1,56,30.47,FEDEX2,FedEx 2Day,1PW,Muncie,IN,
501118,44040,HOUZZ INC.,HOUZPAL,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,13,0,FEDEXH,FedEx Home Delivery,1PW,Saint Albans,VT,DO NOT CHARGE FREIGHT
501119,44040,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,IRAC,Dee Erdei,1,83.12,0,FEDEXG,FedEx Ground,1PW,OVERLAND PARK,KS,FEDEX ACCOUNT# 768221723
501120,44040,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,3,138.82,11.08,FEDEXG,FedEx Ground,1PW,Waltham,MA,
501121,44040,ECO ELECTRICAL SERVICES LLC,ECOENYO,CONT,CONTRACTOR / ELECTRICAL,NYCS,Edwin Ma,4,651.9,10.78,FEDEXG,FedEx Ground,1PW,New York,NY,
501122,44040,"STANLY FIXTURE, LLC",STANLE,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,1,555,21.01,FEDEXG,FedEx Ground,1PW,NORWOOD,NC,
501125,44040,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,42.75,14.86,FEDEXG,FedEx Ground,1PW,Los Angeles,CA,
501127,44040,LBU LIGHTING - NAPLES,LIGHNAP,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,CSNA,Manny Estevez,1,7.95,10.07,FEDEXH,FedEx Home Delivery,1PW,Lemoyne,PA,
501128,44040,VILLA LIGHTING SUPPLY,VILLALS,DIST,LIGHTING DISTRIBUTOR,GATE,Veronica Garcia,9,1118.55,33.29,FEDEXG,FedEx Ground,1PW,Saint Louis,MO,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501129,44040,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,68.99,0,UPSG,UPS Ground,1PW,Potomac,MD,USE UPS ACCT#T3301T
501130,44040,CED/UNITED ELEC-WICHITA FALLS,CEDUWFA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,160.28,0,UPSG,UPS Ground,1PW,Wichita Falls,TX,USE UPS# 7X6040
501131,44040,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,179.4,0,UPSG,UPS Ground,1PW,DAVIE,FL,USE UPS# 535W4E
501132,44040,"DESIGN CONCEPTS GROUP, LTD.",DESICAL,REP,CURRENT REP,JSES,Veronica Garcia,4,2225.3,0,UPSG,UPS Ground,1PW,CALGARY,AB,USE UPS ACCT#YE7712
501133,44040,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,2,1204,0,PICKUP,Pick Up,1PW,Massapequa,NY,
501136,44040,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,35.52,0,UPSG,UPS Ground,2LA,Brookshire,TX,
501137,44040,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,35.52,0,UPSG,UPS Ground,2LA,Carlisle,PA,
501138,44040,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,35.52,0,UPSG,UPS Ground,2LA,Carlisle,PA,
501139,44040,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,138.3,0,UPSG,UPS Ground,2LA,Perris,CA,
501141,44040,BRODWAX LIGHTING,BDWLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,VCER,Verenis Cervantes,3,113.23,0,UPSG,UPS Ground,2LA,Washington,MO,SHIP VIA UPS ACCT# 5X6-190
501145,44040,EOS LIGHTMEDIA CORPORATION,EOSLVAN,DESI,DESIGNER/INTERIOR DECORATOR,DECO,Veronica Garcia,1,15,0,FEDEXG,FedEx Ground,2LA,Norwood,MA,USE FED/X 454474562
501146,44040,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,31.88,0,UPSG,UPS Ground,2LA,Franklin Square,NY,USE UPS ACCT#T3301T
501148,44040,LIGHTING FRONT,LFROSOA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,16.88,0,FEDEXG,FedEx Ground,2LA,Winter Haven,FL,USE FED/X 902651888
501149,44040,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,2,420,35.31,FEDEXG,FedEx Ground,2LA,"FORT WORTH,",TX,
501150,44040,QED - DENVER,QEDDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,243.04,0,UPSG,UPS Ground,2LA,Denver,CO,USE UPS ACCT#7F85F2
501152,44040,PLATT ELEC - MOUNTLAKE TERRACE,PLATMTE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ZULI,Veronica Garcia,7,1464.5,20.33,FEDEXG,FedEx Ground,2LA,Lynnwood,WA,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501153,44040,WOMACK ELECTRIC - WILMINGTON,WOMAWIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,QUAL,Gabriel O'Reilly,2,213.9,14.86,FEDEXG,FedEx Ground,2LA,Wilmington,NC,
501154,44040,REGENCY ARCHITECTURAL LIGHTING,REGENCY,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,6,524.25,230,FEDEXG,FedEx Ground,2LA,New York,NY,
501155,44040,LOEB ELECTRIC,LOEBCOL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,550,15.12,FEDEXG,FedEx Ground,2LA,Downey,CA,
501156,44041,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,350.46,0,UPSG,UPS Ground,1PW,Hazleton,PA,
501157,44041,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,106.56,0,UPSG,UPS Ground,1PW,Jacksonville,FL,
501158,44041,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,3,56.4,0,UPSG,UPS Ground,1PW,Hazleton,PA,
501159,44041,LONESTAR ELECTRIC - DALLAS,LONEDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,966,198.24,FEDEXG,FedEx Ground,1PW,Dallas,TX,
501160,44041,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,188.65,0,UPSG,UPS Ground,1PW,Somerville,NJ,USE UPS ACCT#T3301T
501161,44041,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,5.88,0,FEDEXG,FedEx Ground,1PW,Crockett,VA,SHIP WITH FEDEX ACCT  #312721961.
501162,44041,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,13.91,0,FEDEXH,FedEx Home Delivery,1PW,Green Lane,PA,USE FEDEX ACCT# 876058081     LIGHTHOUSE
501163,44041,ELLIOTT ELECTRIC - GREENVILLE,ELLIGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,3,180.66,17.7,FEDEXG,FedEx Ground,1PW,Greenville,TX,
501164,44041,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,1,703.6,43.9,FEDEXG,FedEx Ground,1PW,Philadelphia,PA,
501165,44041,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,1,879.5,61.59,FEDEXG,FedEx Ground,1PW,Philadelphia,PA,
501166,44041,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,16,263.88,0,FEDEXG,FedEx Ground,1PW,WINDSOR,ON,DO NOT CHARGE FREIGHT
501167,44041,"GLOBAL DESIGN SOLUTIONS, INC",GLOBMIA,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,3,5861.58,0,DELIVERY,Delivery,1PW,Miami,FL,
501168,44041,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,16,263.88,0,FEDEXG,FedEx Ground,1PW,WINDSOR,ON,DO NOT CHARGE FREIGHT
501169,44041,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,10.37,0,FEDEXG,FedEx Ground,2LA,Ocean View,DE,USE FED/X 124454549
501170,44041,VILLA LIGHTING SUPPLY,VILLALS,DIST,LIGHTING DISTRIBUTOR,GATE,Veronica Garcia,1,30,14.98,FEDEXG,FedEx Ground,2LA,Saint Louis,MO,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501171,44041,COMMUNITY LIGHTING & ELECTRIC,COMMLAK,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,1,236,14.86,FEDEXG,FedEx Ground,2LA,Lakewood,NJ,
501172,44041,GRAINGER,GRAING,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,19.75,0,UPSG,UPS Ground,2LA,Los Angeles,CA,UPS ACCT # 36A74E
501173,44041,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,5.31,0,UPSG,UPS Ground,2LA,Chetek,WI,USE UPS ACCT#T3301T
501174,44041,QED - DENVER,QEDDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,240.8,0,UPSG,UPS Ground,1PW,Denver,CO,USE UPS ACCT#7F85F2
501175,44041,LRS ALL BUILDING SUPPLIES,LRSAFLA,CONT,CONTRACTOR / ELECTRICAL,PBLD,Edwin Ma,1,257.6,11.39,FEDEXG,FedEx Ground,1PW,Wallington,NJ,
501176,44041,COMMUNITY LIGHTING & ELECTRIC,COMMLAK,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,7,2824.15,27.05,FEDEXG,FedEx Ground,1PW,Lakewood,NJ,
501179,44041,FSG LIGHTING - LOMBARD,FSGLLOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,VERT,Gabriel O'Reilly,1,0,0,FEDEXG,FedEx Ground,1PW,Lombard,IL,DO NOT CHARGE FREIGHT
501180,44041,EOS LIGHTMEDIA CORPORATION,EOSLVAN,DESI,DESIGNER/INTERIOR DECORATOR,DECO,Veronica Garcia,2,107.9,0,FEDEXG,FedEx Ground,1PW,New York,NY,USE FED/X 454474562
501181,44041,JPR GROUP INC,JPR,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,147.5,11.39,FEDEXG,FedEx Ground,1PW,East Rutherford,NJ,
501182,44041,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,2,36,0,UPSG,UPS Ground,2LA,Burlington,NJ,
501183,44041,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,UPSG,UPS Ground,2LA,Bend,OR,USE UPS ACCT#T3301T
