Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type Description,Rep,CSR,Qty of Items P/Invoice, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Int'l,Freight Comment,QUESTIONS FOR CSR
492091,43791,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,0,0,DELIVERY,Delivery,1PW,New York,NY,,,
492092,43791,TWIN BROTHERS ELECTRIC SUPPLY,TWINBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,405,0,DELIVERY,Delivery,1PW,Astoria,NY,,,
492093,43791,"A & E BOWERY LIGHTING, INC.",AEBONYO,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,60,0,DELIVERY,Delivery,1PW,New York,NY,,,
492094,43791,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,290,0,DELIVERY,Delivery,1PW,Woodside,NY,,,
485055,43643,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,344,12.93,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
485284,43649,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,9,9.49,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
492097,43791,GRAINGER,GRAING,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,1295,0,UPSG,UPS Ground,1PW,Louisville,KY,,UPS ACCT # 36A74E,
491650,43782,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,2042.95,38.6,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
491949,43788,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,284.25,29.91,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
492100,43791,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,3,477.48,0,UPSG,UPS Ground,1PW,Hayward,CA,,USE UPS# 535W4E,
492101,43791,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,3,59.01,0,FEDEXH,FedEx Home Delivery,1PW,Mammoth Lakes,CA,,"FedEx Acct: 658318918
",
492102,43791,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,83.88,0,FEDEXG,FedEx Ground,1PW,Buffalo,NY,,FEDEX Account #312721961.,
493181,43816,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,631.6,21.19,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
493635,43829,US ELECT - MONARCH NEW YORK,MONANYO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,557,10.95,FEDEXG,FedEx Ground,1PW,Kearny,NJ,,,
476195,43472,US ELECTRICAL - HZ NORTHAMPTON,USELNOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,40.29,9.47,FEDEXG,FedEx Ground,1PW,Northampton,MA,,,
483330,43608,JPMA GLOBAL JP METAL AMERICA,JPMAMON,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,300,0,FEDEXIP,FedEx International Priority,1PW,Montreal,QC,Intl,FED EX ACCT # 1210-9942-0,
476519,43479,US ELECTRICAL - HZ NORTHAMPTON,USELNOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,40.29,10,FEDEXG,FedEx Ground,1PW,Northampton,MA,,,
481612,43572,US ELECTRICAL - HZ NORTHAMPTON,USELNOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,91.8,10.03,FEDEXG,FedEx Ground,1PW,Springfield,MA,,,
492109,43791,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,CHES,Verenis Cervantes,2,0,0,FEDEXSO,FedEx Standard Overnight,1PW,Atlanta,GA,,"DO NOT CHARGE FREIGHT                             
",
482173,43584,US ELECTRICAL - HZ PITTSFIELD,USELPIT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,4,5304,17.4,FEDEXG,FedEx Ground,1PW,Adams,MA,,,
486960,43685,US ELECTRICAL - HZ SPRINGFIELD,USELSPR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,101.07,25.1,FEDEXG,FedEx Ground,1PW,Chicopee,MA,,,
489076,43728,US ELECTRICAL - HZ SPRINGFIELD,USELSPR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,5,14704.6,239.49,FEDEXG,FedEx Ground,1PW,West Springfield,MA,,,
492114,43791,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,2,94,0,FEDEXG,FedEx Ground,1PW,Omaha,NE,,FEDEX Account #312721961,
492115,43791,"NAKAMURA-BEEMAN, INC",NAKASAN,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FALV,Dee Erdei,1,255.6,0,FEDEXSO,FedEx Standard Overnight,1PW,Santa Fe Springs,CA,,,
489785,43742,US ELECTRICAL - HZ SPRINGFIELD,USELSPR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,3,0,0,FEDEXG,FedEx Ground,1PW,West Springfield,MA,,"DO NOT CHARGE FREIGHT                             
",
483337,43608,ECLAIRAGE DELUX,DELUQUE,REP,CURRENT REP,SGRO,Karine Adrien,7,538.24,0,FEDEX2,FedEx 2Day,1PW,Montreal,QC,Intl,,why was freight not charged?
483560,43614,JPMA GLOBAL JP METAL AMERICA,JPMAMON,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,1,300,0,FEDEXIP,FedEx International Priority,2LA,Montreal,QC,Intl,FED EX ACCT # 1210-9942-0,
489526,43739,US ELECTRICAL - NEW HAVEN,ELECNHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,95,11.6,FEDEXG,FedEx Ground,1PW,New Haven,CT,,,
492120,43791,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,78.08,0,UPSG,UPS Ground,1PW,Waynesville,MO,,USE UPS ACCT#T3301T,
488727,43721,US ELECTRICAL - POUGHKEEPSIE,USELPOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MOXI,Verenis Cervantes,4,2893.59,188.16,FEDEXG,FedEx Ground,1PW,New Windsor,NY,,,
492122,43791,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,126,0,UPSG,UPS Ground,1PW,Washington,DC,,USE UPS ACCT#T3301T,
488705,43721,US ELECTRICAL - STOUGHTON,ELECSTO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,8,421,36.9,FEDEXG,FedEx Ground,1PW,Waltham,MA,,,
479071,43524,US ELECTRICAL SERV - WORCESTER,ELECWOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,7,1672,38,FEDEXG,FedEx Ground,1PW,Worcester,MA,,,
492125,43791,YALE ELECTRIC SUPPLY,YALEES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,7,668,38.78,UPSG,UPS Ground,1PW,Foxboro,MA,,SHIP VIA UPS ACCT F6Y-267,
492126,43791,NYCS,NYCS,REP,CURRENT REP,REP,Edwin Ma,3,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,,,
492127,43791,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,23.29,0,UPSG,UPS Ground,2LA,Sterling Heights,MI,,USE UPS ACCT#T3301T,
476742,43481,US ELECTRICAL SERVICES INC.,MAURRIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,2,188,13.42,FEDEXG,FedEx Ground,2LA,Chesapeake,VA,,,
492129,43791,OVERSTOCK.COM,OVERSLC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,139.9,0,UPSG,UPS Ground,2LA,Lake Geneva,WI,,SHIP VIA UPS ACCOUNT #4F4030,
476794,43482,US ELECTRICAL SERVICES INC.,MAURRIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,10,289,12,FEDEXG,FedEx Ground,1PW,Chesapeake,VA,,,
478855,43521,US ELECTRICAL SERVICES INC.,MAURRIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,3,215,13.6,FEDEXG,FedEx Ground,1PW,Chesapeake,VA,,,
492132,43791,WILSON LIGHTING-OVERLAND PARK,WILSOVE,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,MIKE,Veronica Garcia,2,4032,239.04,TK-YRC,YRC,2LA,Overland Park,KS,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
492133,43794,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,7,305.5,0,DELIVERY,Delivery,1PW,Woodside,NY,,,
492134,43794,CODALE ELEC SUPPLY-LAS VEGAS,CODALES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,RASL,Veronica Garcia,30,8931.6,92.7,FEDEXG,FedEx Ground,1PW,Las Vegas,NV,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
492135,43794,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,383.4,0,DELIVERY,Delivery,1PW,Long Island City,NY,,,
492136,43794,SCHEMAN & GRANT,SCHEMA,HARD,HARDWARE STORE,NYCS,Edwin Ma,2,240,0,DELIVERY,Delivery,1PW,New York,NY,,,
492137,43794,"WE GOT LIGHTING FIXTURES, INC.",WEGOBRO,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,AYIN,Edwin Ma,29,7079.04,0,DELIVERY,Delivery,1PW,Brooklyn,NY,,,
492138,43794,LENDY ELECTRICAL LTG SHOWROOM,LENDYEL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,89.91,0,DELIVERY,Delivery,1PW,New York,NY,,,
478937,43522,US ELECTRICAL SERVICES INC.,MAURRIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,2,345,28.92,FEDEXG,FedEx Ground,2LA,Chesapeake,VA,,,
492140,43794,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,26.85,0,FEDEXG,FedEx Ground,1PW,Naples,FL,,FEDEX Account #312721961,
492141,43794,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,1800,0,PICKUP,Pick Up,1PW,Floral Park,NY,,,
486879,43684,US ELECTRICAL SERVICES INC.,MAURRIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,7,506.55,45.6,FEDEXG,FedEx Ground,1PW,Elizabeth City,NC,,,
486351,43675,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,2,92.76,10.03,FEDEXG,FedEx Ground,1PW,Hartford,CT,,,
492144,43794,BRODWAX LIGHTING,BDWLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,VCER,Verenis Cervantes,2,48.76,0,UPSG,UPS Ground,1PW,Dallas,TX,,SHIP VIA UPS ACCT# 5X6-190,
483923,43621,JPMA GLOBAL JP METAL AMERICA,JPMAMON,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,2,334.8,0,FEDEXG,FedEx Ground,2LA,Montreal,QC,Intl,FED EX ACCT # 1210-9942-0,
486402,43675,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,144.4,13.45,FEDEXG,FedEx Ground,2LA,Hartford,CT,,,
490480,43759,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,578,28.31,FEDEXG,FedEx Ground,1PW,Roslindale,MA,,,
492149,43794,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,64.56,0,UPSG,UPS Ground,1PW,Hazleton,PA,,MUST USE UPS ACCT# 1Y750E,
492150,43794,BRODWAX LIGHTING,BDWLTG,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,VCER,Verenis Cervantes,1,297.6,0,UPSG,UPS Ground,1PW,New York,NY,,SHIP VIA UPS ACCT# 5X6-190,
483951,43622,JPMA GLOBAL JP METAL AMERICA,JPMAMON,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,IRAM,Dee Erdei,11,4199,0,FEDEXG,FedEx Ground,1PW,Montreal,QC,Intl,FED EX ACCT # 1210-9942-0,
490518,43759,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,35.2,15.66,FEDEXG,FedEx Ground,2LA,Roslindale,MA,,,
492153,43794,IDX - DAYTON,IDXDAYT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,3,2520,0,FEDEXG,FedEx Ground,1PW,Dayton,OH,,FEDEX ACCT # 3453-0023-6,
492183,43794,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,6,2925,49.65,FEDEXG,FedEx Ground,1PW,Wethersfield,CT,,,
493344,43818,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,2,0,FEDEXG,FedEx Ground,1PW,Wethersfield,CT,,,
492156,43794,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,2,20.7,0,FEDEXG,FedEx Ground,1PW,Mabelvale,AR,,FEDEX  658318918,
492157,43794,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,7.65,0,UPSG,UPS Ground,1PW,Birmingham,MI,,USE UPS ACCT#T3301T,
492158,43794,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.18,0,UPSG,UPS Ground,1PW,Milwaukee,WI,,USE UPS ACCT#T3301T,
493369,43819,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,3,0,16.66,FEDEXG,FedEx Ground,1PW,Wethersfield,CT,,,
492160,43794,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,17.57,0,FEDEXG,FedEx Ground,1PW,Palm Springs,CA,,USE UPS ACCT#T3301T,
493370,43819,US ELECTRICAL SERV-MIDDLETOWN,ELE2MID,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,48,0,FEDEXG,FedEx Ground,1PW,Wethersfield,CT,,,
482753,43595,US ELECTRICAL SERV-NEW BEDFORD,ELECNBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,7,3247,38.46,FEDEXG,FedEx Ground,1PW,New Bedford,MA,,,
484305,43628,US ELECTRICAL SERV-NEW BEDFORD,ELECNBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,5,388,37,FEDEXG,FedEx Ground,1PW,New Bedford,MA,,,
492164,43794,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,15.1,0,FEDEXH,FedEx Home Delivery,1PW,Cupertino,CA,, FEDEX  ACCT# 658318918,
484597,43634,US ELECTRICAL SERV-NEW BEDFORD,ELECNBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,300,0,FEDEXG,FedEx Ground,1PW,New Bedford,MA,,"DO NOT CHARGE FREIGHT                             
",
492166,43794,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,2,12.7,0,FEDEXH,FedEx Home Delivery,1PW,Pittsburgh,PA,, FEDEX  ACCT# 658318918,
492168,43794,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,67.13,0,UPSG,UPS Ground,1PW,Alexandria,VA,,SHIP UPS ACCT # Y36935,
486831,43683,LIDO LIGHTING,LIDO,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,1,0,0,FEDEXG,FedEx Ground,0NY,Montreal,QC,Intl,"DO NOT CHARGE FREIGHT                             
",
492170,43794,SPARKS CUSTOM RETAIL LLC,SHOWTI,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,HLIT,Dee Erdei,2,964.2,35.49,FEDEXPO,FedEx Priority Overnight,1PW,Philadelphia,PA,,,
476003,43467,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,2,227.9,14.88,FEDEXG,FedEx Ground,1PW,Washington,DC,,,
476388,43475,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,9,1286.75,38.04,FEDEXG,FedEx Ground,1PW,Crofton,MD,,,
477575,43496,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,9,1726,38.04,FEDEXG,FedEx Ground,2LA,Crofton,MD,,,
477637,43497,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,882,163.57,FEDEXG,FedEx Ground,2LA,Crofton,MD,,,
482787,43595,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,2,63.04,15.53,FEDEXG,FedEx Ground,2LA,Kensington,MD,,,
492179,43794,JPR GROUP INC,JPR,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,3,342,0,UPSN,UPS Next Day Air,1PW,New York,NY,,USE UPS ACCT# 59979W,
492180,43794,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,38.97,0,UPSG,UPS Ground,1PW,Upper Darby,PA,,SHIP UPS ACCT # Y36935,
492181,43794,VILLA LIGHTING SUPPLY,VILLALS,DIST,LIGHTING DISTRIBUTOR,GATE,Veronica Garcia,1,116,30.17,FEDEXG,FedEx Ground,1PW,Saint Louis,MO,,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS",
485569,43656,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,7,314.43,36.96,FEDEXG,FedEx Ground,1PW,Beltsville,MD,,,
485586,43656,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,148.35,12.23,FEDEXG,FedEx Ground,2LA,Beltsville,MD,,,
486123,43669,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,5,1338,17.75,FEDEXG,FedEx Ground,1PW,Laurel,MD,,,
486283,43672,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,4,159,11.14,FEDEXG,FedEx Ground,1PW,Laurel,MD,,,
487220,43691,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,2,267.32,92.36,FEDEXG,FedEx Ground,2LA,Gaithersburg,MD,,,
488170,43712,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,5,368,11.69,FEDEXG,FedEx Ground,1PW,Hyattsville,MD,,,
488221,43713,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,50,15.75,FEDEXG,FedEx Ground,1PW,Gaithersburg,MD,,,
492189,43794,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,70,0,FEDEXG,FedEx Ground,1PW,Bolingbrook,IL,,FEDEX Account #312721961,
492190,43794,"SILVER STAR INDUSTRIES, INC",SILVNOR,CABI,CABINET / WOOD MAKER,FALV,Dee Erdei,1,1137,0,UPSG,UPS Ground,1PW,North Bonneville,WA,,UPS # 3F89R3,
492191,43794,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,2,246.67,0,FEDEXH,FedEx Home Delivery,1PW,Midlothian,VA,, FEDEX  658318918,
492192,43794,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,153,0,UPSG,UPS Ground,1PW,Santa Rosa Beach,FL,,USE UPS ACCT#T3301T,
489057,43728,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,6,635,36.9,FEDEXG,FedEx Ground,1PW,Frederick,MD,,,
492194,43794,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,3,135.8,0,UPSG,UPS Ground,1PW,Carlstadt,NJ,,USE UPS# 535W4E,
492195,43794,ARTCO GROUP,ARTCO,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,3,2388,0,UPSG,UPS Ground,1PW,Miami,FL,,UPS ACCT # FW6879,
492196,43794,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,44.25,0,UPSG,UPS Ground,2LA,Livonia,MI,,MUST USE UPS ACCT# 1Y750E,
492197,43794,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,88.5,0,UPSG,UPS Ground,2LA,Jacksonville,FL,,MUST USE UPS ACCT# 1Y750E,
492198,43794,"AMAZON.COM SERVICES, INC.",AMAZSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,44.25,0,UPSG,UPS Ground,2LA,Petersburg,VA,,MUST USE UPS ACCT# 1Y750E,
492199,43794,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,5,244.22,0,UPSG,UPS Ground,2LA,Kennesaw,GA,,USE UPS# 535W4E,
484517,43633,ECLAIRAGE DELUX,DELUQUE,REP,CURRENT REP,SGRO,Karine Adrien,7,3633.91,0,TRUCK,TRUCKING,1PW,Saint-Nicolas,QC,Intl,,why was freight not charged?
492201,43794,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,64.28,0,UPSG,UPS Ground,2LA,Hayward,CA,,USE UPS# 535W4E,
492202,43794,VIKING ELECTRIC - MINNEAPOLIS,VIKIMIN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DAAS,Maria Hernandez,1,755.7,171.71,FEDEXPO,FedEx Priority Overnight,2LA,Rochester,MN,,,
492203,43794,EDGES ELECTRICAL - SAN JOSE,ELEDIST,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,1,54,0,UPS2,UPS 2nd Day Air,2LA,Palo Alto,CA,,USE UPS# 953753,
489424,43735,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,375.04,123.74,FEDEXG,FedEx Ground,2LA,Gaithersburg,MD,,,
492205,43794,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,37.4,0,UPSG,UPS Ground,2LA,Chatsworth,CA,,USE UPS# 535W4E,
489513,43738,USESI,MAURIC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,4,55.6,37.41,FEDEXG,FedEx Ground,2LA,Beltsville,MD,,,
486562,43678,VALLEN DISTRIBUTION - AUGUSTA,VALLAUG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CKLT,Verenis Cervantes,1,1800,87.68,FEDEXG,FedEx Ground,1PW,Augusta,GA,,,
